service_id,service_name,service_version,target_temptation,org_count,instance_count,applicability,criticality,enumerability,post_exploit,private_weakness,public_weakness,research
b8ddfdc4-8071-4a9a-bc16-07e769ea90f7,OpenSSH,7.4,19,8,14,4,3,4,3,0,1,1
2c17ddf6-16c9-4e00-98b1-4a8e35ba9d62,Microsoft-IIS,10,19,18,240,5,2,3,2,1,2,3
ad94d700-cede-4bb7-aee6-5c8d2677f155,cPanel,,18,2,3,5,2,1,3,0,2,3
152995e4-c564-4ea7-b440-ee189ebc4f91,PHP,7.3.9,18,1,1,3,2,4,3,0,0,4
dde0d8e4-1893-4362-86aa-7aa2696a2003,F5 BigIP,,17,13,384,4,3,1,2,0,1,4
47c0607a-dcba-4a87-8669-e305573d7e27,PHP,5.6.40,17,3,6,2,2,3,3,0,1,4
3db9072b-e97d-4b19-88c6-af9b7126eb94,cpsrvd,,17,1,1,4,2,1,3,0,2,3
31c07a51-d5e8-4a26-a5c6-84d54aaee385,OpenSSH,4.3,17,1,1,4,3,3,3,0,1,1
10d05c98-7380-4ede-b15d-0488f2e98e85,Express,,17,8,24,4,2,1,3,0,2,3
56ab2769-7d57-43b4-9d94-7d018800fed6,ASP.NET,,16,19,505,3,2,1,3,0,2,3
0bdd8e23-ecc1-4004-884a-1996a814ac75,ASP.NET,4.0.30319,15,12,154,5,2,2,3,0,1,3
e356c2ac-f28a-4649-8133-1f6dc9a689f0,cloudflare,,13,10,1805,5,3,1,2,0,0,2
bf3d2b39-8913-47a1-b6e6-5f54ebec7412,mod_jk,1.2.42,13,1,2,2,2,3,3,0,1,2
804efbb9-5a1d-4534-8f6c-e7e1605657c3,Microsoft-IIS,8.5,12,16,245,4,2,2,3,0,1,2
2cd21611-3dfa-4d03-968b-61f651771dbd,CloudFront,,10,8,765,5,2,1,2,0,1,2
d65f8f46-972d-440c-80e5-e59db158e86c,Oracle WebDAV,2,10,1,2,2,2,2,3,0,0,2
7e668543-d596-413d-ae96-b31124d7860d,Apache-Coyote,1.1,10,7,22,5,2,2,1,0,1,2
4f4f0d49-2a98-49aa-a9f8-15b8ff265d66,AkamaiGHost,,9,8,202,5,2,1,3,0,0,0
6209252f-0749-4973-a918-d00d26b0a259,Amazon Web Services - Elastic Load Balancer,2,8,12,109,4,2,2,2,0,0,1
d3c82add-f6e2-42c0-82e6-72b45504ec1e,Google GCP Load Balancer,,7,4,77,3,2,1,0,0,1,2
25f26f3a-074d-4efa-a820-d06e22b169f9,sw-cp-server,,0,4,9,0,0,0,0,0,0,0
9ef2ccc7-b86c-422b-9a85-9c3da5b11968,Postfix (Debian/GNU),None,0,1,2,0,0,0,0,0,0,0
081663dc-2497-4f66-864b-b9fe9ce7dcc7,AmazonS3,,0,6,10,0,0,0,0,0,0,0
ebaf5127-0a93-4053-a032-c21247a194fb,Cowboy,,0,1,10,0,0,0,0,0,0,0
ff7fe424-a6c1-4825-8804-99eef0e2b2e3,Pure-FTPd,,0,5,7,4,2,1,3,0,1,3
37e561ef-3552-4cd8-86d4-c75b6f0b0f54,RTC,7.0,0,7,18,0,0,0,0,0,0,0
e361b55a-4c85-415c-bc48-c9a7bfadc9cc,OpenSSH,7.2p2 Ubuntu-4ubuntu2.8,0,3,5,4,3,4,3,0,2,3
e5603ed3-53ed-4966-bed0-405df8a26560,PleskLin,,0,4,13,0,0,0,0,0,0,0
417a7903-3f11-4b83-b927-ff54fe557709,Google Search Appliance,,0,1,4,0,0,0,0,0,0,0
90cd4238-ff80-43d0-bb67-0f3daf1864e1,Postfix,,0,5,20,0,0,0,0,0,0,0
afc51f08-f67b-4a0a-9d47-f13c6f2612bc,openresty,,12,8,22,3,2,1,3,0,1,3
f02e5088-7dd4-490f-8123-490f98c80492,WordPress,,3,4,6,4,0,1,1,0,0,0
b6bf6413-191a-4730-8359-3be64c67fbd5,Apache,2.4,27,1,2,5,3,4,3,0,2,3
c372c825-6430-4e7a-8422-1af279ab134a,GlobalProtect Portal,,37,5,6,3,4,1,4,0,3,4
c40a489e-a04a-4cc3-89ae-efbc08ab47cc,Apache,2.2.27,32,1,2,3,3,4,3,0,3,3
8656ad0e-b39f-4df3-bd3a-b95ef9d8cacb,PHP,5.4.17,30,1,2,2,2,4,3,0,3,4
d019b64a-3729-4d9d-849d-56917f4bea71,Microsoft-IIS,7,29,3,8,3,2,3,4,1,3,3
f1cfdc01-fbbc-4201-81f9-b317ea9af991,PHP,7.3.13,29,2,2,4,2,4,2,0,3,4
7c57993a-ce4c-48b9-b066-ecb63c024abe,cisco-IOS,,27,1,3,4,4,1,2,1,2,4
2c9a5995-4288-45bc-8ab5-5d52fa63154d,Apache,2.4.7,27,1,4,5,3,4,3,0,2,3
388f9725-0a82-4e69-8704-2eeb3f288167,nginx,1.16.0,26,2,4,4,3,4,3,0,2,3
6be41a51-efcf-408a-9b20-896a32cb5e94,nginx,1.17.3,26,2,5,4,3,4,3,0,2,3
4f69cb41-cfba-4f70-9d21-2d772bd3438f,IBM_HTTP_Server,,23,1,1,3,2,1,3,0,3,3
d051fe69-a91f-45e0-a4a7-103cf09b0971,Apache Tomcat,,23,5,6,5,3,1,3,0,1,5
e7693a07-0800-4f14-952b-266c38c2fe6c,nginx,1.14.0,22,2,4,5,3,4,3,0,1,3
40db6e1c-0fa4-492c-bb6c-c8b07cda75db,nginx,1.14.1,22,1,4,5,3,4,3,0,1,3
76b25dc3-feb8-46db-852e-66fc5401fe40,PHP,7.3.19,19,1,1,4,2,4,2,0,1,4
ea5d9bbb-4b67-4480-9b7a-403e6233b456,PHP,7.2.31,19,2,3,4,2,4,2,0,1,4
1ff5fcde-920c-40c4-a8a3-1b817c989366,OpenSSH,7.9p1 Ubuntu-10,19,1,1,2,3,4,3,0,1,2
31d3cf1d-428d-4835-8cd8-89be157431ad,PulseSecure VPN Portal,,18,2,2,2,4,1,1,0,1,3
15a145ed-bbd4-48f7-adb4-107aed6adea9,Phusion Passenger,,18,1,2,2,3,1,3,0,2,2
b02a11bd-44ab-45fd-a7e5-603ec9b6e719,OpenSSH,5.3,17,3,5,4,3,3,3,0,1,1
402fe9e2-514f-4819-bb31-2baf68e1ba19,OpenSSL,1.0.2r-fips,17,1,2,2,3,3,3,0,1,2
40499236-1980-49e5-856c-50ebd0b6e665,nginx,1.19.0,15,1,2,2,3,3,3,0,0,2
9bf6c9dc-f7f7-4692-907e-7f820bcdc9f1,nginx,1.19.2,15,2,4,2,3,3,3,0,0,2
1dff7b5d-1703-4ef6-9373-bd09ec192be3,WordPress,5.3.2,12,2,2,3,0,3,3,0,1,3
ee59cd35-5c16-4c15-849b-067b295fc975,EFX SFTPp,,7,1,1,1,2,1,3,0,0,0
296caf81-2953-4e4f-a2e0-1e75465a24f0,vsFTPd,3.0.2,0,1,1,0,0,0,0,0,0,0
28d59feb-ba04-4852-aeab-9d41a68aa2a1,Craft CMS,,0,3,3,0,0,0,0,0,0,0
05b6790c-8bbf-474e-bf36-62f54bc314ad,Maverick_SSHD,,0,2,7,0,0,0,0,0,0,0
e853ee71-967d-41e2-aadf-8227f3e01c72,nginx + Phusion Passenger,,0,1,2,0,0,0,0,0,0,0
10442b96-9ec8-497f-bc5b-123ae0264bd2,Oracle-Application-Server-11g,,0,2,2,0,0,0,0,0,0,0
f86e5e56-5a5f-4df0-9522-d456ca4e6829,Pantheon,,0,1,4,0,0,0,0,0,0,0
afa8b7f6-5e01-4689-9bdf-4c706074c98b,HTTP Server,,0,1,3,0,0,0,0,0,0,0
5e07696f-970e-4446-954e-e6da18d02ebf,server,,0,5,7,0,0,0,0,0,0,0
57f05169-61bd-40aa-a8ce-9f21daa1d48b,Unknown,,0,1,1,0,0,0,0,0,0,0
46177987-0d06-4560-991a-9122e41f7f28,LANDESK Cloud Services Appliance,,38,1,2,1,4,3,1,5,0,3
52c959be-542e-4ea5-886a-630bb45a6186,Apache,2.2.15,32,2,11,3,3,4,3,0,3,3
daa82b62-4d93-4043-af89-a3af0113e004,squid,3.5.12,20,1,1,3,2,4,3,0,2,2
c50ce705-6c6a-4c25-9bc6-1dbeb7eb8438,openresty,1.13.6.2,19,2,5,4,3,4,3,0,0,2
0094f1dd-2951-476f-b28c-869216c35a68,DOSarrest,,0,2,2,0,0,0,0,0,0,0
adfcb9c1-2213-4596-b70c-f81b8a8569f8,Sun-ONE-Web-Server,6.1,0,2,4,0,0,0,0,0,0,0
2895507d-ef2e-4b95-a915-81734a8923ff,Apache,2,27,1,2,3,3,2,3,0,2,5
18896ea3-34d6-42c6-904a-fd607a4318bf,Apache,2.4.27,27,1,1,5,3,4,3,0,2,3
b23456f8-2288-4213-8b7e-759293753d45,Outlook Web Access,15.0.1497,24,2,3,5,4,3,3,0,0,3
c0d3e174-565d-47dd-bb97-8cdad3354484,Drupal,7,24,3,9,3,2,2,3,0,3,3
73ece4f7-df45-41e3-8c66-0e2b7238e8b8,OpenSSL,1.0.1e-fips,17,2,3,3,3,3,3,0,1,2
8cd82340-64a7-4d06-ba58-5ad891a7ff29,nginx,1.17.9,15,1,1,2,3,3,3,0,0,2
9492383e-8ebd-4264-8e37-eb0530c08649,nginx,1.15.10,25,1,4,3,3,4,3,0,2,3
0f7d6912-a90b-43fd-80f5-557fafbdfd99,nginx,1.12.1,22,1,2,5,3,4,3,0,1,3
5ddc2571-8583-46d4-9ea2-22afef5a5064,openresty,1.15.8.2,21,2,6,3,2,4,3,0,2,3
2397a514-c51c-4078-ab55-879fe4cffcbc,OpenSSH,7.4p1 Debian-10+deb9u6,20,1,1,1,3,4,3,0,1,3
8ed530e9-379b-4f4d-bad0-482918da979f,OpenSSH,7.5,19,2,4,4,3,4,3,0,1,1
f4884a31-2d07-4863-9c4c-03c6ddf3324d,nginx,1.17.7,15,1,2,2,3,3,3,0,0,2
5aa13d62-7348-405e-ade2-c942b58539b9,nginx,1.18.0,15,1,11,2,3,3,3,0,0,2
13c687df-615a-4022-8093-db35af2f158a,ghs,,0,3,50,0,0,0,0,0,0,0
d21928f8-fc17-442f-b4bd-a74692857474,GitHub.com HTTP Server,,0,1,2,0,0,0,0,0,0,0
d1215935-36ad-4acb-ac50-15c0372b42b0,nginx,1.13.1,25,1,2,3,3,4,3,0,2,3
51bbb99a-ac92-4e4b-a21d-b1ba28f96e46,PHP,7.3.4,20,1,1,3,2,4,3,0,1,4
ae2f3c59-9927-4ede-ada3-aa211454dcf8,PHP,7.3.18,19,1,1,4,2,4,2,0,1,4
c802f7af-762f-4797-ad92-9bafb34d2857,PHP,7.3.20,19,1,1,4,2,4,2,0,1,4
13e505e3-220b-4311-8f54-142401854a30,PHP,7.3.21,17,2,5,4,2,4,2,0,0,4
de06d2c2-8a74-4d38-93ee-f7d1d301fa12,WordPress,5.2.4,12,1,1,3,0,3,3,0,1,3
4e737c95-9500-4128-8042-68c6b817313a,EZproxy,,0,2,4,0,0,0,0,0,0,0
a4c75331-177a-414c-92ca-332348eafa28,Varnish,,0,1,1,0,0,0,0,0,0,0
38603fa4-4abe-48f2-bba1-3baa8bc3a31b,nginx,1.12.2,22,1,1,5,3,4,3,0,1,3
15fd350e-defa-48f8-bac5-968e897cebbe,OpenSSH,8,15,1,1,2,3,3,3,0,0,2
051cc0f1-efb0-4ca9-a73b-a7baf0e4e1f7,Gatsby,2.9.6,7,1,1,3,0,3,0,0,1,2
adcae510-b7d8-482c-98b3-2b38d094dc5b,nginx,1.14.2,22,1,2,5,3,4,3,0,1,3
b6edf037-363b-4ac8-8e32-3e1f6d0afc00,WordPress,5.4.2,10,3,5,3,0,3,3,0,0,3
15c4b847-6982-44e6-9e9c-cb4b01f9ba0d,Symantec Endpoint Protection Manager,,0,1,2,0,0,0,0,0,0,0
e2388048-aad4-43a9-969d-a653186d14e5,ProFTPD mod_sftp,0.9.9,51,1,1,4,2,3,3,0,5,4
6fa96f3f-c783-4be3-8a58-5ad2cc72b48a,PHP,5.3.29-pl0-gentoo,30,1,1,2,2,4,3,0,3,4
84670ae6-16ad-47c3-86f2-d10bffb83e9f,openresty,1.15.8.1,21,1,1,3,2,4,3,0,2,3
787a8191-8d02-42d2-b785-1dd8e00bb235,nginx,1.17.8,15,2,4,2,3,3,3,0,0,2
55cf2c9d-3abd-4140-aa26-f484872ee799,WordPress,4.6.19,10,1,1,3,0,3,3,0,0,3
b46c54ec-7dbd-4c48-9289-6b9e98fce493,Microsoft-IIS,6,37,1,1,3,2,3,5,1,3,5
b515fa99-bdcf-4633-9ad0-d3cdd406ab57,Apache,2.4.34,33,1,3,5,3,4,3,0,3,3
7d039600-e5eb-4f28-a5b5-172c5f587750,Apache,2.2.3,32,1,2,3,3,4,3,0,3,3
dfdff746-1663-4427-9d5d-21451fc6f7f9,Apache,2.2.22,32,1,1,3,3,4,3,0,3,3
16d28ccf-8552-4856-b012-fb46b64f1972,PHP,5.3.3,30,2,3,2,2,4,3,0,3,4
5d828b13-0c87-4632-a75c-926a5b537320,PHP,5.6.31,30,1,2,2,2,4,3,0,3,4
08e8820b-e638-489e-b1a2-ce64bf4aab1e,PHP,5.3.13,30,1,1,2,2,4,3,0,3,4
63a0d147-0ee4-4c8d-804a-58d84d3546e2,PHP,7.3.12,29,1,1,4,2,4,2,0,3,4
51a8eafb-5ba3-4114-bc1e-2c76ff7a2c13,PHP,7.3.14,29,1,1,4,2,4,2,0,3,4
b630c9c6-91b7-418b-b8e8-a86c9a4c5254,mod_ssl,2.2.22,28,1,1,3,2,4,3,0,3,3
bccf5c3d-9107-4f2d-8229-19f75e71bc0f,Apache,2.4.37,27,2,3,5,3,4,3,0,2,3
9167801c-3778-4fa8-b650-82d1561e4f2a,PHP,7.2.14,24,1,1,3,2,4,3,0,2,4
628637ac-8a0b-42ca-866d-8b1b3fa6d0c6,PHP,7.2.10,24,1,6,3,2,4,3,0,2,4
734dd02a-767d-4c5c-83ee-670d35fe10c6,nginx,1.8.1,22,1,3,5,3,4,3,0,1,3
49eae9b1-892e-4710-8834-249fbadc5b1e,nginx,1.15.8,22,1,2,5,3,4,3,0,1,3
dfef8139-13f2-458b-b79a-9e24438dfa08,OpenSSH,7.3,22,1,2,1,3,3,3,0,2,3
dcc72a0e-2f04-4e21-b195-383ce7e058cc,OpenSSL,1.0.2k,21,1,2,2,3,3,3,0,2,2
f53c5c15-e7e6-48d9-b059-a4f33efa6ed0,PHP,5.6.25,21,1,2,2,2,3,3,0,2,4
31691d4d-b33b-4b80-a9ab-5451219366a9,Apache,2.4.29,21,2,3,5,2,4,3,0,2,2
9cf8f174-8a86-4456-8103-fa5c32ca9f14,OpenSSL,1.1.1d,21,1,1,3,3,3,3,0,2,2
2e99274b-b8b7-4eb1-a811-40149dd3612a,PHP,7.1.30,20,1,1,3,2,4,3,0,1,4
e507741c-8b08-4c94-9ea9-5ff56434c54a,PHP,7.1.33,18,1,1,2,2,4,3,0,0,4
e24332e4-4b45-4506-b77a-4419762d5d69,Python,2.7.6,16,1,2,3,2,4,3,0,1,2
671ac25a-dfd3-41de-b58d-d5d430824cf3,OpenSSL,1.1.0i,15,1,2,2,3,3,3,0,0,2
2ec703b2-d36e-4ed4-82e4-044cd4d471b5,WordPress,5.0.10,10,1,1,3,0,3,3,0,0,3
d0f0b006-8c8b-4703-916e-bef967c54afd,WordPress,5.3.4,10,1,2,3,0,3,3,0,0,3
a965f5fd-217a-4af7-84a3-572b3aa6475c,vsFTPd,3.0.3,8,1,1,3,1,3,2,0,0,2
9e20825f-5c31-4f5b-9234-cc1613ec1ea2,Oracle-HTTP-Server,,0,1,3,0,0,0,0,0,0,0
6bb60238-8406-4541-a087-3273e8f81e13,OpenSSH,7.9p1 Debian-10,19,1,1,2,3,4,3,0,1,2
586ab0f0-ed43-4ac7-ad9a-6fced6f3a98c,Outlook Web Access,14.3.487.0,44,1,1,5,4,2,3,0,4,3
096c8d6c-3cb6-4a3e-a529-3a83e78b984e,Outlook Web Access,14.3.487.0,44,1,1,5,4,2,3,0,4,3
37940820-12ea-438f-abdd-108ad8d1e56f,Perl,v5.16.3,37,1,2,4,2,1,0,3,4,3
5b5acbcb-8f4b-40da-ac74-851bfb158c8b,Apache,2.4.33,27,1,2,5,3,4,3,0,2,3
9aa63faa-c0b8-4f29-90ad-e30995ef512d,PHP,7.3.16,19,1,1,4,2,4,2,0,1,4
ae3332d9-3d9c-4a31-acf0-8d98717ff7f2,RTC,6.0,0,1,1,0,0,0,0,0,0,0
406f0ea4-1ec2-47e4-a389-f6ee947a61aa,PHP,7.0.30,0,1,1,0,0,0,0,0,0,0
